id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
1472,India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",23-05-2022 04:00:00,PM10,28,500,109,NA
1473,India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",23-05-2022 04:00:00,NO2,5,6,6,NA
1474,India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",23-05-2022 04:00:00,SO2,7,9,8,NA
1475,India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",23-05-2022 04:00:00,CO,13,25,17,NA
1476,India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",23-05-2022 04:00:00,OZONE,20,92,32,NA
1477,India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",23-05-2022 04:00:00,PM2.5,8,95,53,NA
1478,India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",23-05-2022 04:00:00,PM10,17,208,121,NA
1479,India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",23-05-2022 04:00:00,NO2,1,25,10,NA
1480,India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",23-05-2022 04:00:00,NH3,10,21,13,NA
1481,India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",23-05-2022 04:00:00,SO2,4,24,13,NA
1482,India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",23-05-2022 04:00:00,OZONE,50,142,73,NA
1483,India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",23-05-2022 04:00:00,PM2.5,6,166,62,NA
1484,India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",23-05-2022 04:00:00,PM10,42,160,76,NA
1485,India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",23-05-2022 04:00:00,NO2,10,17,13,NA
1486,India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",23-05-2022 04:00:00,NH3,2,6,4,NA
1487,India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",23-05-2022 04:00:00,SO2,23,29,25,NA
1488,India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",23-05-2022 04:00:00,CO,8,33,18,NA
1489,India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",23-05-2022 04:00:00,OZONE,27,172,57,NA
1490,India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",23-05-2022 04:00:00,PM2.5,7,141,64,NA
1491,India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",23-05-2022 04:00:00,PM10,13,405,108,NA
1492,India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",23-05-2022 04:00:00,NO2,23,100,48,NA
1493,India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",23-05-2022 04:00:00,NH3,9,13,11,NA
1494,India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",23-05-2022 04:00:00,SO2,6,6,6,NA
1495,India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",23-05-2022 04:00:00,CO,18,38,28,NA
1496,India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",23-05-2022 04:00:00,OZONE,2,17,9,NA
1497,India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",23-05-2022 04:00:00,PM2.5,3,62,35,NA
1498,India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",23-05-2022 04:00:00,PM10,24,173,104,NA
1499,India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",23-05-2022 04:00:00,NO2,3,8,5,NA
1500,India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",23-05-2022 04:00:00,NH3,10,11,11,NA
1501,India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",23-05-2022 04:00:00,SO2,9,94,24,NA
1502,India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",23-05-2022 04:00:00,CO,4,70,40,NA
1503,India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",23-05-2022 04:00:00,OZONE,40,268,70,NA
1504,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",23-05-2022 04:00:00,PM2.5,30,274,103,NA
1505,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",23-05-2022 04:00:00,PM10,62,410,192,NA
1506,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",23-05-2022 04:00:00,NO2,11,36,22,NA
1507,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",23-05-2022 04:00:00,NH3,1,3,2,NA
1508,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",23-05-2022 04:00:00,SO2,1,40,19,NA
1509,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",23-05-2022 04:00:00,CO,28,74,38,NA
1510,India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",23-05-2022 04:00:00,OZONE,36,187,62,NA
1511,India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",23-05-2022 04:00:00,PM2.5,10,75,44,NA
1512,India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",23-05-2022 04:00:00,PM10,29,145,97,NA
1513,India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",23-05-2022 04:00:00,NO2,27,75,49,NA
1514,India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",23-05-2022 04:00:00,NH3,6,11,8,NA
1515,India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",23-05-2022 04:00:00,SO2,NA,NA,NA,NA
1516,India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",23-05-2022 04:00:00,OZONE,50,165,59,NA
1517,India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",23-05-2022 04:00:00,PM2.5,NA,NA,NA,NA
1518,India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",23-05-2022 04:00:00,PM10,NA,NA,NA,NA
1519,India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",23-05-2022 04:00:00,NO2,NA,NA,NA,NA
1520,India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",23-05-2022 04:00:00,NH3,NA,NA,NA,NA
1521,India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",23-05-2022 04:00:00,SO2,NA,NA,NA,NA
1522,India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",23-05-2022 04:00:00,CO,1,16,5,NA
1523,India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",23-05-2022 04:00:00,OZONE,37,54,47,NA
1524,India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",23-05-2022 04:00:00,PM2.5,3,26,15,NA
1525,India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",23-05-2022 04:00:00,PM10,10,30,20,NA
1526,India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",23-05-2022 04:00:00,NO2,1,2,2,NA
1527,India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",23-05-2022 04:00:00,NH3,1,3,2,NA
1528,India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",23-05-2022 04:00:00,SO2,35,50,40,NA
1529,India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",23-05-2022 04:00:00,CO,3,19,10,NA
1530,India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",23-05-2022 04:00:00,OZONE,16,108,61,NA
1531,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",23-05-2022 04:00:00,PM2.5,27,130,63,NA
1532,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",23-05-2022 04:00:00,PM10,63,215,126,NA
1533,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",23-05-2022 04:00:00,NO2,17,37,23,NA
1534,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",23-05-2022 04:00:00,NH3,1,1,1,NA
1535,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",23-05-2022 04:00:00,SO2,20,44,36,NA
1536,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",23-05-2022 04:00:00,CO,40,56,42,NA
1537,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",23-05-2022 04:00:00,OZONE,31,195,71,NA
1538,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",23-05-2022 04:00:00,PM2.5,13,72,48,NA
1539,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",23-05-2022 04:00:00,PM10,87,198,141,NA
1540,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",23-05-2022 04:00:00,NO2,17,43,24,NA
1541,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",23-05-2022 04:00:00,NH3,7,10,8,NA
1542,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",23-05-2022 04:00:00,SO2,10,34,19,NA
1543,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",23-05-2022 04:00:00,CO,14,78,51,NA
1544,India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",23-05-2022 04:00:00,OZONE,22,115,38,NA
1545,India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",23-05-2022 04:00:00,PM2.5,10,86,48,NA
1546,India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",23-05-2022 04:00:00,PM10,22,180,92,NA
1547,India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",23-05-2022 04:00:00,NO2,63,66,64,NA
1548,India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",23-05-2022 04:00:00,NH3,12,14,13,NA
1549,India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",23-05-2022 04:00:00,SO2,10,13,12,NA
1550,India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",23-05-2022 04:00:00,CO,34,87,45,NA
1551,India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",23-05-2022 04:00:00,OZONE,4,5,4,NA
1552,India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",23-05-2022 04:00:00,PM2.5,NA,NA,NA,NA
1553,India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",23-05-2022 04:00:00,PM10,NA,NA,NA,NA
1554,India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",23-05-2022 04:00:00,NO2,NA,NA,NA,NA
1555,India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",23-05-2022 04:00:00,NH3,NA,NA,NA,NA
1556,India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",23-05-2022 04:00:00,SO2,NA,NA,NA,NA
1557,India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",23-05-2022 04:00:00,CO,6,21,14,NA
1558,India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",23-05-2022 04:00:00,OZONE,9,11,10,NA
1559,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",23-05-2022 04:00:00,PM2.5,13,59,42,NA
1560,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",23-05-2022 04:00:00,PM10,32,103,73,NA
1561,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",23-05-2022 04:00:00,NO2,11,18,14,NA
1562,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",23-05-2022 04:00:00,NH3,4,4,4,NA
1563,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",23-05-2022 04:00:00,SO2,15,22,18,NA
1564,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",23-05-2022 04:00:00,CO,9,16,13,NA
1565,India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",23-05-2022 04:00:00,OZONE,5,61,23,NA
1566,India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",23-05-2022 04:00:00,PM2.5,11,75,50,NA
1567,India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",23-05-2022 04:00:00,PM10,34,114,77,NA
1568,India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",23-05-2022 04:00:00,NO2,11,21,18,NA
1569,India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",23-05-2022 04:00:00,NH3,3,3,3,NA
1570,India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",23-05-2022 04:00:00,SO2,27,29,28,NA
1571,India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",23-05-2022 04:00:00,CO,6,28,18,NA
1572,India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",23-05-2022 04:00:00,OZONE,9,42,27,NA
1573,India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",23-05-2022 04:00:00,PM2.5,25,196,64,NA
1574,India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",23-05-2022 04:00:00,PM10,31,415,86,NA
1575,India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",23-05-2022 04:00:00,SO2,11,33,19,NA
1576,India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",23-05-2022 04:00:00,CO,26,80,49,NA
1577,India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",23-05-2022 04:00:00,OZONE,47,113,79,NA
1578,India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",23-05-2022 04:00:00,PM2.5,NA,NA,NA,NA
1579,India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",23-05-2022 04:00:00,PM10,NA,NA,NA,NA
1580,India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",23-05-2022 04:00:00,NO2,NA,NA,NA,NA
1581,India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",23-05-2022 04:00:00,NH3,NA,NA,NA,NA
1582,India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",23-05-2022 04:00:00,SO2,NA,NA,NA,NA
1583,India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",23-05-2022 04:00:00,CO,11,11,11,NA
1584,India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",23-05-2022 04:00:00,OZONE,74,74,74,NA
1585,India,Uttar_Pradesh,Lucknow,"Central School, Lucknow - CPCB",23-05-2022 04:00:00,PM2.5,30,96,74,NA
1586,India,Uttar_Pradesh,Lucknow,"Central School, Lucknow - CPCB",23-05-2022 04:00:00,PM10,37,288,92,NA
1587,India,Uttar_Pradesh,Lucknow,"Central School, Lucknow - CPCB",23-05-2022 04:00:00,NO2,10,55,31,NA
1588,India,Uttar_Pradesh,Lucknow,"Central School, Lucknow - CPCB",23-05-2022 04:00:00,NH3,9,23,11,NA
1589,India,Uttar_Pradesh,Lucknow,"Central School, Lucknow - CPCB",23-05-2022 04:00:00,SO2,3,35,13,NA
1590,India,Uttar_Pradesh,Lucknow,"Central School, Lucknow - CPCB",23-05-2022 04:00:00,CO,48,82,66,NA
1591,India,Uttar_Pradesh,Lucknow,"Central School, Lucknow - CPCB",23-05-2022 04:00:00,OZONE,18,49,33,NA
1592,India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",23-05-2022 04:00:00,PM2.5,2,81,42,NA
1593,India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",23-05-2022 04:00:00,PM10,24,500,96,NA
1594,India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",23-05-2022 04:00:00,NO2,10,40,19,NA
1595,India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",23-05-2022 04:00:00,SO2,19,30,24,NA
1596,India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",23-05-2022 04:00:00,CO,34,52,41,NA
1597,India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",23-05-2022 04:00:00,OZONE,30,79,51,NA
1598,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",23-05-2022 04:00:00,PM2.5,56,316,126,NA
1599,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",23-05-2022 04:00:00,PM10,91,500,148,NA
1600,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",23-05-2022 04:00:00,NO2,46,111,71,NA
1601,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",23-05-2022 04:00:00,NH3,8,14,10,NA
1602,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",23-05-2022 04:00:00,SO2,2,7,6,NA
1603,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",23-05-2022 04:00:00,CO,9,84,36,NA
1604,India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",23-05-2022 04:00:00,OZONE,10,38,21,NA
1605,India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",23-05-2022 04:00:00,PM2.5,2,57,28,NA
1606,India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",23-05-2022 04:00:00,PM10,8,148,68,NA
1607,India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",23-05-2022 04:00:00,NO2,10,67,23,NA
1608,India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",23-05-2022 04:00:00,NH3,17,21,19,NA
1609,India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",23-05-2022 04:00:00,SO2,4,11,8,NA
1610,India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",23-05-2022 04:00:00,CO,7,35,9,NA
1611,India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",23-05-2022 04:00:00,OZONE,27,51,40,NA
1612,India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",23-05-2022 04:00:00,PM2.5,4,122,52,NA
1613,India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",23-05-2022 04:00:00,PM10,11,211,95,NA
1614,India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",23-05-2022 04:00:00,NO2,24,52,33,NA
1615,India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",23-05-2022 04:00:00,NH3,7,10,9,NA
1616,India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",23-05-2022 04:00:00,SO2,7,32,18,NA
1617,India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",23-05-2022 04:00:00,CO,13,97,43,NA
1618,India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",23-05-2022 04:00:00,OZONE,1,12,2,NA
1619,India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",23-05-2022 04:00:00,PM2.5,NA,NA,NA,NA
1620,India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",23-05-2022 04:00:00,PM10,12,163,100,NA
1621,India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",23-05-2022 04:00:00,NO2,1,7,3,NA
1622,India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",23-05-2022 04:00:00,NH3,2,3,3,NA
1623,India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",23-05-2022 04:00:00,SO2,NA,NA,NA,NA
1624,India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",23-05-2022 04:00:00,CO,5,74,12,NA
1625,India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",23-05-2022 04:00:00,OZONE,1,155,67,NA
1626,India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",23-05-2022 04:00:00,PM2.5,NA,NA,NA,NA
1627,India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",23-05-2022 04:00:00,PM10,NA,NA,NA,NA
1628,India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",23-05-2022 04:00:00,NO2,NA,NA,NA,NA
1629,India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",23-05-2022 04:00:00,NH3,3,7,5,NA
1630,India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",23-05-2022 04:00:00,SO2,17,28,25,NA
1631,India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",23-05-2022 04:00:00,CO,9,40,9,NA
1632,India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",23-05-2022 04:00:00,OZONE,5,272,272,NA
1633,India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",23-05-2022 04:00:00,PM2.5,NA,NA,NA,NA
1634,India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",23-05-2022 04:00:00,PM10,NA,NA,NA,NA
1635,India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",23-05-2022 04:00:00,NH3,NA,NA,NA,NA
1636,India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",23-05-2022 04:00:00,SO2,NA,NA,NA,NA
1637,India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",23-05-2022 04:00:00,CO,NA,NA,NA,NA
1638,India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",23-05-2022 04:00:00,OZONE,NA,NA,NA,NA
1639,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",23-05-2022 04:00:00,PM2.5,10,98,61,NA
1640,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",23-05-2022 04:00:00,PM10,20,204,128,NA
1641,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",23-05-2022 04:00:00,NO2,27,117,50,NA
1642,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",23-05-2022 04:00:00,NH3,7,10,10,NA
1643,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",23-05-2022 04:00:00,SO2,11,22,14,NA
1644,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",23-05-2022 04:00:00,CO,28,47,28,NA
1645,India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",23-05-2022 04:00:00,OZONE,14,31,21,NA
1646,India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",23-05-2022 04:00:00,PM2.5,7,220,85,NA
1647,India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",23-05-2022 04:00:00,PM10,28,257,156,NA
1648,India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",23-05-2022 04:00:00,NO2,8,11,8,NA
1649,India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",23-05-2022 04:00:00,CO,91,100,92,NA
1650,India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",23-05-2022 04:00:00,OZONE,8,9,8,NA
1651,India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",23-05-2022 04:00:00,PM2.5,30,84,63,NA
1652,India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",23-05-2022 04:00:00,PM10,79,266,160,NA
1653,India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",23-05-2022 04:00:00,NO2,11,56,27,NA
1654,India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",23-05-2022 04:00:00,NH3,7,38,15,NA
1655,India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",23-05-2022 04:00:00,SO2,22,111,48,NA
1656,India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",23-05-2022 04:00:00,CO,49,111,108,NA
1657,India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",23-05-2022 04:00:00,OZONE,6,221,42,NA
1658,India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",23-05-2022 04:00:00,PM2.5,13,100,69,NA
1659,India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",23-05-2022 04:00:00,PM10,45,210,141,NA
1660,India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",23-05-2022 04:00:00,NO2,11,30,17,NA
1661,India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",23-05-2022 04:00:00,NH3,6,12,8,NA
1662,India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",23-05-2022 04:00:00,SO2,12,25,17,NA
1663,India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",23-05-2022 04:00:00,OZONE,28,47,40,NA
1664,India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",23-05-2022 04:00:00,PM2.5,26,82,43,NA
1665,India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",23-05-2022 04:00:00,PM10,59,131,107,NA
1666,India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",23-05-2022 04:00:00,NO2,8,31,14,NA
1667,India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",23-05-2022 04:00:00,NH3,4,9,6,NA
1668,India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",23-05-2022 04:00:00,SO2,42,43,42,NA
